participant_id,session_id,island_id,phase,event_type,trial_index,phase_trial_index,distractor_id,distractor_name,weight_target,onset_ms,offset_ms,planned_duration_ms,actual_duration_ms,dp_elapsed_onset_ms,dp_elapsed_offset_ms,active_count_at_onset,active_set_at_onset,distractor_base_seed,distractor_combined_seed,distractor_mode,dp_budget_seconds,min_on_seconds,max_on_seconds,on_step_seconds,single_presentations_per_distractor,no_adjacent_episode_overlap
P_20260505_144839,S_20260505_144510,CARDS,DP,OFF,73,31,D3,Bird,0.1666667,273636,280136,6500,6500,81790,88290,1,D3,1058114374,-1199531801,ConditionCatalog,105,3.5,8.5,0.5,3,true
P_20260505_144839,S_20260505_144510,CARDS,DP,ON,76,34,D2,Ballon,0.1666667,280153,,6000,,88307,,1,D2,1058114374,-1199531801,ConditionCatalog,105,3.5,8.5,0.5,3,true
