participant_id,session_id,island_id,phase,event_type,trial_index,phase_trial_index,distractor_id,distractor_name,weight_target,onset_ms,offset_ms,planned_duration_ms,actual_duration_ms,dp_elapsed_onset_ms,dp_elapsed_offset_ms,active_count_at_onset,active_set_at_onset,distractor_base_seed,distractor_combined_seed,distractor_mode,dp_budget_seconds,min_on_seconds,max_on_seconds,on_step_seconds,single_presentations_per_distractor,no_adjacent_episode_overlap
P_20260505_144727,S_20260505_144510,CARDS,DP,OFF,45,3,D5,Hatter,0.1666667,203505,208505,5000,5000,11659,16659,1,D5,1058114374,-1199531801,ConditionCatalog,105,3.5,8.5,0.5,3,true
P_20260505_144727,S_20260505_144510,CARDS,DP,ON,47,5,D3,Bird,0.1666667,208535,,5500,,16689,,1,D3,1058114374,-1199531801,ConditionCatalog,105,3.5,8.5,0.5,3,true
