participant_id,session_id,island_id,phase,event_type,trial_index,phase_trial_index,distractor_id,distractor_name,weight_target,onset_ms,offset_ms,planned_duration_ms,actual_duration_ms,dp_elapsed_onset_ms,dp_elapsed_offset_ms,active_count_at_onset,active_set_at_onset,distractor_base_seed,distractor_combined_seed,distractor_mode,dp_budget_seconds,min_on_seconds,max_on_seconds,on_step_seconds,single_presentations_per_distractor,no_adjacent_episode_overlap
P_20260505_144717,S_20260505_144510,CARDS,DP,OFF,,,D5,Hatter,0.1666667,191861,197861,6000,6000,15,6015,1,D5,1058114374,-1199531801,ConditionCatalog,105,3.5,8.5,0.5,3,true
P_20260505_144717,S_20260505_144510,CARDS,DP,ON,44,2,D6,Horse,0.1666667,197926,,5500,,6080,,1,D6,1058114374,-1199531801,ConditionCatalog,105,3.5,8.5,0.5,3,true
