participant_id,session_id,island_id,phase,event_type,trial_index,phase_trial_index,distractor_id,distractor_name,weight_target,onset_ms,offset_ms,planned_duration_ms,actual_duration_ms,dp_elapsed_onset_ms,dp_elapsed_offset_ms,active_count_at_onset,active_set_at_onset,distractor_base_seed,distractor_combined_seed,distractor_mode,dp_budget_seconds,min_on_seconds,max_on_seconds,on_step_seconds,single_presentations_per_distractor,no_adjacent_episode_overlap
P_20260505_144852,S_20260505_144510,CARDS,DP,OFF,78,36,D1,Phoenix,0.1666667,286180,293180,7000,7000,94334,101334,1,D1,1058114374,-1199531801,ConditionCatalog,105,3.5,8.5,0.5,3,true
P_20260505_144852,S_20260505_144510,CARDS,DP,ON,82,40,D4,Frog,0.1666667,293196,,4500,,101350,,1,D4,1058114374,-1199531801,ConditionCatalog,105,3.5,8.5,0.5,3,true
