PlayerPos,HeadsetRot,EyeMov,ControllerMov,ControllerRot,ButtonPress,TimePassed
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.317951
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.362125
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.406707
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.452053
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.495775
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.54042
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.584867
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.629717
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.673704
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.718281
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.76259
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.806873
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.852172
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.89583
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.940907
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,3.984405
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.029742
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.073272
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.117841
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.16347
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.207212
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.251877
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.296518
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.340476
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.385239
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.429567
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.473841
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.518151
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.563786
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.606911
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.651712
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.697009
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.739871
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.785038
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.829329
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.874592
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.918633
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,4.963189
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.006973
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.05171
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.096612
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.140539
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.185509
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.229452
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.274395
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.318688
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.363103
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.408251
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.452546
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.497929
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.541053
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.585983
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.630594
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.674183
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.718583
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.762792
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.80688
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.852634
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.89713
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.94185
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,5.985719
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.030019
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.074126
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.119345
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.163614
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.207895
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.253562
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.297855
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.340937
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.386573
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.429545
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.475139
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.51912
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.563609
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.607499
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.653411
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.696508
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.740543
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.785073
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.829555
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.87378
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.919022
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,6.963588
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,7.007518
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,7.051884
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,7.09799
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,7.14069
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,7.184571
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,7.229524
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,7.274605
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,7.319284
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,7.364235
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,7.407893
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,7.452096
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,7.497666
(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),(0.00 0.00 0.00),(0.00 0.00 0.00),(0.00000 0.00000 0.00000 1.00000),0,7.541272
